"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @ValaAfshar: Some people would love to have your bad days. https://t.co/jS2gU0SaDy",FALSE,0,NA,2018-10-03 04:39:30,FALSE,NA,"1047345371968618496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Percy_Peru",104,TRUE,FALSE,NA,NA
"2","RT @HarvardChanSPH: Patty Garcia, former minister of health of Peru, says the process of translating research into policy is gradual and re…",FALSE,0,NA,2018-10-03 02:30:42,FALSE,NA,"1047312958471249920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VoicesHSPH",7,TRUE,FALSE,NA,NA
"3","RT @HarvardChanSPH: Patty Garcia, former minister of health of Peru, says the process of translating research into policy is gradual and re…",FALSE,0,NA,2018-10-03 02:07:28,FALSE,NA,"1047307113377091584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HarvardMalaria",7,TRUE,FALSE,NA,NA
"4","@korshawilson Ugh, the worst. I haven’t dared do the Peru trip we always talk about because I dread it. (Hydrate like CRAZY.)",FALSE,0,"korshawilson",2018-10-03 02:01:59,FALSE,"1047299732421447682","1047305733136699393","37746104","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kateflaim",0,FALSE,FALSE,NA,NA
"5","RT @HarvardChanSPH: Patty Garcia, former minister of health of Peru, says the process of translating research into policy is gradual and re…",FALSE,0,NA,2018-10-03 00:46:00,FALSE,NA,"1047286610570539008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nehmirabelle",7,TRUE,FALSE,NA,NA
"6","RT @HarvardChanSPH: Patty Garcia, former minister of health of Peru, says the process of translating research into policy is gradual and re…",FALSE,0,NA,2018-10-03 00:21:12,FALSE,NA,"1047280371820363782",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","CareFrameOne",7,TRUE,FALSE,NA,NA
"7","RT @HarvardChanSPH: Patty Garcia, former minister of health of Peru, says the process of translating research into policy is gradual and re…",FALSE,0,NA,2018-10-03 00:19:26,FALSE,NA,"1047279924191608832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yoooyyyyaaanng",7,TRUE,FALSE,NA,NA
"8","RT @HarvardChanSPH: Patty Garcia, former minister of health of Peru, says the process of translating research into policy is gradual and re…",FALSE,0,NA,2018-10-03 00:14:33,FALSE,NA,"1047278697470935040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thebiotechclub",7,TRUE,FALSE,NA,NA
"9","RT @HarvardChanSPH: Patty Garcia, former minister of health of Peru, says the process of translating research into policy is gradual and re…",FALSE,0,NA,2018-10-03 00:10:16,FALSE,NA,"1047277617005711360",NA,"<a href=""https://twitter.com/pubhealth_watch"" rel=""nofollow"">publichealthaggregator</a>","monitor_PH",7,TRUE,FALSE,NA,NA
"10","Patty Garcia, former minister of health of Peru, says the process of translating research into policy is gradual an… https://t.co/PmiVG5ggvH",FALSE,12,NA,2018-10-03 00:10:05,TRUE,NA,"1047277573322035200",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","HarvardChanSPH",7,FALSE,FALSE,NA,NA
"11","RT @HarvardChanSLFP: Yesterday at @HarvardChanSPH, @Pattyjannet1, Senior Leadership Fellow &amp; former minister of health of #peru, presented…",FALSE,0,NA,2018-10-02 20:35:23,FALSE,NA,"1047223541794574338",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HarvardChanSPH",1,TRUE,FALSE,NA,NA
"12","Yesterday at @HarvardChanSPH, @Pattyjannet1, Senior Leadership Fellow &amp; former minister of health of #peru, present… https://t.co/6dQGg7tvxj",FALSE,15,NA,2018-10-02 20:12:08,TRUE,NA,"1047217690174218240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HarvardChanSLFP",1,FALSE,FALSE,NA,NA
"13","@Milenio No será que los deportaron de Chile,Colombia, Perú o Brasil",FALSE,0,"Milenio",2018-10-02 19:37:00,FALSE,"1047207860101214208","1047208847130185728","24969337","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sanpatricio1973",0,FALSE,FALSE,NA,NA
"14","Price Reduction!
Winter Is Coming... get dibs on the perfect ski condo. https://t.co/sLHJPNTaWu",FALSE,0,NA,2018-10-02 17:15:28,FALSE,NA,"1047173232779059200",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","KenLeva",0,FALSE,FALSE,NA,NA
"15","Discover intimate and unique Sonesta Posadas del Inca, urban and country inns that are embedded in the rich culture… https://t.co/Bbj9FzNd1B",FALSE,1,NA,2018-10-02 15:13:01,TRUE,NA,"1047142414962610176",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","SonestaHotels",0,FALSE,FALSE,NA,NA
"16","RT @ValaAfshar: For the first time ever, doctors have cured a woman with advanced-stage terminal breast cancer 

#BreastCancerAwarenessMont…",FALSE,0,NA,2018-10-02 14:39:16,FALSE,NA,"1047133921190842368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Percy_Peru",116,TRUE,FALSE,NA,NA
"17","RT @SamanthaJPower: Argentina, Canada, Chile, Colombia, Paraguay, and Peru refer Venezuela to the ICC. Maduro will agree with President Tru…",FALSE,0,NA,2018-10-02 14:35:38,FALSE,NA,"1047133009357336576",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mijomojo1",34,TRUE,FALSE,NA,NA
"18","RT @alvarobendrell: ¿Cuántas empresas en Perú se animan a reducir su huella de carbono usando luces LED? https://t.co/jMcvXpyP4B",FALSE,0,NA,2018-10-02 13:31:59,FALSE,NA,"1047116989305708544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CafeTaipa",1,TRUE,FALSE,NA,NA
"19","@vanjerono Es que aún no visitaste Perú y tendrás más nostalgia todavía. Jeje",FALSE,1,"vanjerono",2018-10-02 13:20:40,FALSE,"1047109132074012673","1047114141071302656","360147131","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","angelml10",0,FALSE,FALSE,NA,NA
"20","¿Cuántas empresas en Perú se animan a reducir su huella de carbono usando luces LED? https://t.co/jMcvXpyP4B",FALSE,3,NA,2018-10-02 12:49:31,FALSE,NA,"1047106303770939393",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alvarobendrell",1,FALSE,FALSE,NA,NA
"21","RT @b_gelaye: Inspiring presentation by @Pattyjannet1 , former Minister of Health for Peru, on the need to frame public health problems as…",FALSE,0,NA,2018-10-02 08:58:14,FALSE,NA,"1047048100047724549",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WhitehawkDr",6,TRUE,FALSE,NA,NA
"22","RT @b_gelaye: Inspiring presentation by @Pattyjannet1 , former Minister of Health for Peru, on the need to frame public health problems as…",FALSE,0,NA,2018-10-02 07:17:17,FALSE,NA,"1047022692753428480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AgborEbuta",6,TRUE,FALSE,NA,NA
"23","RT @FutureUsmnt: The US roster drops tomorrow for the matches against Colombia and Peru. So naturally I decided to watch the entire US-Braz…",FALSE,0,NA,2018-10-02 05:58:58,FALSE,NA,"1047002984083836928",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Roy_Rosell",25,TRUE,FALSE,NA,NA
"24","Interesante artículo de @jorgeheili de #RPP “La radio joven se parecerá al modelo Netflix” https://t.co/QfKfNC8jh6… https://t.co/uSfD4Fpr5T",FALSE,2,NA,2018-10-02 02:38:02,TRUE,NA,"1046952418234261505",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","podcastandbiz",2,FALSE,FALSE,NA,NA
"25","RT @ValaAfshar: Impossible is not a fact. It's an opinion. Impossible is not a declaration. It's a dare. Impossible is potential. Impossibl…",FALSE,0,NA,2018-10-02 01:54:19,FALSE,NA,"1046941417829011458",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Percy_Peru",123,TRUE,FALSE,NA,NA
"26","RT @FutureUsmnt: The US roster drops tomorrow for the matches against Colombia and Peru. So naturally I decided to watch the entire US-Braz…",FALSE,0,NA,2018-10-01 22:45:11,FALSE,NA,"1046893817440419842",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_tanika19",25,TRUE,FALSE,NA,NA
"27","RT @FutureUsmnt: The US roster drops tomorrow for the matches against Colombia and Peru. So naturally I decided to watch the entire US-Braz…",FALSE,0,NA,2018-10-01 22:16:37,FALSE,NA,"1046886628294193153",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jonaldo28",25,TRUE,FALSE,NA,NA
"28","RT @FutureUsmnt: The US roster drops tomorrow for the matches against Colombia and Peru. So naturally I decided to watch the entire US-Braz…",FALSE,0,NA,2018-10-01 20:58:29,FALSE,NA,"1046866966131220480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_GayosoCri1",25,TRUE,FALSE,NA,NA
"29","Issues of performance and attitude aside, what is Michael Bradley doing on this roster? He'll be 34 next World Cup,… https://t.co/lOHKrfx65p",FALSE,1,NA,2018-10-01 20:49:34,TRUE,NA,"1046864721247387653",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","thejimoleary",0,FALSE,FALSE,NA,NA
"30","<U+0001F4F7> Gatos callejeros, or stray cats, by Eduardo Yaguas (Lima, Peru).   https://t.co/bfJKyALPDr",FALSE,1,NA,2018-10-01 20:02:25,FALSE,NA,"1046852859667668993",NA,"<a href=""https://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","supertaxicab",0,FALSE,FALSE,NA,NA
"31","RT @laspauconnect: We are launching our premier Teaching and Learning Program in Puno, #Peru! It will be an exciting week to interact with…",FALSE,0,NA,2018-10-01 19:47:02,FALSE,NA,"1046848986034982912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","florenciopinela",1,TRUE,FALSE,NA,NA
"32","RT @b_gelaye: Inspiring presentation by @Pattyjannet1 , former Minister of Health for Peru, on the need to frame public health problems as…",FALSE,0,NA,2018-10-01 19:42:04,FALSE,NA,"1046847734488211456",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","keepark",6,TRUE,FALSE,NA,NA
"33","Escuchando el JMP de @smajerowicz sobre evidencia experimental en la efictividad de coaching para profesores en Per… https://t.co/beztpEjxkU",FALSE,2,NA,2018-10-01 19:18:17,TRUE,NA,"1046841753037344768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lapumi",0,FALSE,FALSE,NA,NA
"34","RT @b_gelaye: Inspiring presentation by @Pattyjannet1 , former Minister of Health for Peru, on the need to frame public health problems as…",FALSE,0,NA,2018-10-01 19:12:27,FALSE,NA,"1046840283525070848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Adaeze_Oreh",6,TRUE,FALSE,NA,NA
"35","RT @FutureUsmnt: The US roster drops tomorrow for the matches against Colombia and Peru. So naturally I decided to watch the entire US-Braz…",FALSE,0,NA,2018-10-01 19:11:35,FALSE,NA,"1046840066323238913",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kevin973_",25,TRUE,FALSE,NA,NA
"36","RT @b_gelaye: Inspiring presentation by @Pattyjannet1 , former Minister of Health for Peru, on the need to frame public health problems as…",FALSE,0,NA,2018-10-01 18:53:28,FALSE,NA,"1046835505718022146",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VoicesHSPH",6,TRUE,FALSE,NA,NA
"37","RT @b_gelaye: Inspiring presentation by @Pattyjannet1 , former Minister of Health for Peru, on the need to frame public health problems as…",FALSE,0,NA,2018-10-01 18:47:03,FALSE,NA,"1046833890634211328",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Pattyjannet1",6,TRUE,FALSE,NA,NA
"38","Patricia Garcia, former Minister of Health of Peru, talking about health as an investment and the importance Public… https://t.co/AonTWTnAnL",FALSE,0,NA,2018-10-01 18:46:08,TRUE,NA,"1046833662174658561",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LG_Marian",0,FALSE,FALSE,NA,NA
"39","En este punto mis amigos
les dire la verdad,
en Peru la corrupcion
le esta ganando a la justicia,
nada se esta reso… https://t.co/KtgKeatHqu",FALSE,0,NA,2018-10-01 18:43:11,TRUE,NA,"1046832918340014080",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","bostonews",0,FALSE,FALSE,NA,NA
"40","We are launching our premier Teaching and Learning Program in Puno, #Peru! It will be an exciting week to interact… https://t.co/Msc4hFddwi",FALSE,1,NA,2018-10-01 18:37:06,TRUE,NA,"1046831385451941890",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","laspauconnect",1,FALSE,FALSE,NA,NA
"41","Inspiring presentation by @Pattyjannet1 , former Minister of Health for Peru, on the need to frame public health pr… https://t.co/qWGt7oW7f8",FALSE,10,NA,2018-10-01 18:17:00,TRUE,NA,"1046826329964974080",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","b_gelaye",6,FALSE,FALSE,NA,NA
"42","RT @FutureUsmnt: The US roster drops tomorrow for the matches against Colombia and Peru. So naturally I decided to watch the entire US-Braz…",FALSE,0,NA,2018-10-01 18:07:50,FALSE,NA,"1046824022942658561",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DamariEast",25,TRUE,FALSE,NA,NA
"43","RT @FutureUsmnt: The US roster drops tomorrow for the matches against Colombia and Peru. So naturally I decided to watch the entire US-Braz…",FALSE,0,NA,2018-10-01 17:25:56,FALSE,NA,"1046813476323254273",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Beast_FTraining",25,TRUE,FALSE,NA,NA
"44","RT @FutureUsmnt: The US roster drops tomorrow for the matches against Colombia and Peru. So naturally I decided to watch the entire US-Braz…",FALSE,0,NA,2018-10-01 16:35:46,FALSE,NA,"1046800851958947846",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jimmy_Tries",25,TRUE,FALSE,NA,NA
"45","RT @FutureUsmnt: The US roster drops tomorrow for the matches against Colombia and Peru. So naturally I decided to watch the entire US-Braz…",FALSE,0,NA,2018-10-01 15:35:29,FALSE,NA,"1046785681694109696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bullsfan107",25,TRUE,FALSE,NA,NA
"46","RT @OxfamAmerica: People in the central forest of Junin province struggle to get health care for serious diseases, and the barriers are par…",FALSE,0,NA,2018-10-01 13:52:45,FALSE,NA,"1046759827001790464",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chufstader",7,TRUE,FALSE,NA,NA
"47","RT @_GlassStars_: Morehouse Comet breezed through the digitization pipeline this month. This image is from glass plate negative B39904, whi…",FALSE,0,NA,2018-10-01 13:13:13,FALSE,NA,"1046749878527897602",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","abelalcazar",3,TRUE,FALSE,NA,NA
"48","RT @FutureUsmnt: The US roster drops tomorrow for the matches against Colombia and Peru. So naturally I decided to watch the entire US-Braz…",FALSE,0,NA,2018-10-01 12:38:00,FALSE,NA,"1046741018144632832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BrunoAKSG",25,TRUE,FALSE,NA,NA
"49","RT @FutureUsmnt: The US roster drops tomorrow for the matches against Colombia and Peru. So naturally I decided to watch the entire US-Braz…",FALSE,0,NA,2018-10-01 12:31:41,FALSE,NA,"1046739426926362625",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lescano2020",25,TRUE,FALSE,NA,NA
"50","RT @FutureUsmnt: The US roster drops tomorrow for the matches against Colombia and Peru. So naturally I decided to watch the entire US-Braz…",FALSE,0,NA,2018-10-01 12:30:22,FALSE,NA,"1046739094334840833",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bridger00",25,TRUE,FALSE,NA,NA
"51","RT @FutureUsmnt: The US roster drops tomorrow for the matches against Colombia and Peru. So naturally I decided to watch the entire US-Braz…",FALSE,0,NA,2018-10-01 12:21:57,FALSE,NA,"1046736976693661697",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","USASoccer_Fan",25,TRUE,FALSE,NA,NA
"52","El 1 de octubre de 1790, Francisco Cabello y Mesa, quien utilizaba el pseudonimo de Jaime Bausate y Mesa, fundo el… https://t.co/0YIFLeWqon",FALSE,0,NA,2018-10-01 10:27:13,TRUE,NA,"1046708105042636802",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","bostonews",0,FALSE,FALSE,NA,NA
"53","RT @OxfamAmerica: People in the central forest of Junin province struggle to get health care for serious diseases, and the barriers are par…",FALSE,0,NA,2018-10-01 08:52:53,FALSE,NA,"1046684365021802496",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","kristy_kill",7,TRUE,FALSE,NA,NA
"54","RT @FutureUsmnt: The US roster drops tomorrow for the matches against Colombia and Peru. So naturally I decided to watch the entire US-Braz…",FALSE,0,NA,2018-10-01 05:23:26,FALSE,NA,"1046631655845191680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gsatterfield45",25,TRUE,FALSE,NA,NA
"55","RT @FutureUsmnt: The US roster drops tomorrow for the matches against Colombia and Peru. So naturally I decided to watch the entire US-Braz…",FALSE,0,NA,2018-10-01 05:09:51,FALSE,NA,"1046628237017849856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShalorC",25,TRUE,FALSE,NA,NA
"56","RT @FutureUsmnt: The US roster drops tomorrow for the matches against Colombia and Peru. So naturally I decided to watch the entire US-Braz…",FALSE,0,NA,2018-10-01 04:46:29,FALSE,NA,"1046622356678967296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","solander00",25,TRUE,FALSE,NA,NA
"57","RT @FutureUsmnt: The US roster drops tomorrow for the matches against Colombia and Peru. So naturally I decided to watch the entire US-Braz…",FALSE,0,NA,2018-10-01 04:26:54,FALSE,NA,"1046617428677906432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NickGOALas",25,TRUE,FALSE,NA,NA
"58","RT @FutureUsmnt: The US roster drops tomorrow for the matches against Colombia and Peru. So naturally I decided to watch the entire US-Braz…",FALSE,0,NA,2018-10-01 03:36:33,FALSE,NA,"1046604756876050432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SlayerStatus",25,TRUE,FALSE,NA,NA
"59","RT @FutureUsmnt: The US roster drops tomorrow for the matches against Colombia and Peru. So naturally I decided to watch the entire US-Braz…",FALSE,0,NA,2018-10-01 03:15:34,FALSE,NA,"1046599474296963072",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","kenny_sloth",25,TRUE,FALSE,NA,NA
"60","RT @FutureUsmnt: The US roster drops tomorrow for the matches against Colombia and Peru. So naturally I decided to watch the entire US-Braz…",FALSE,0,NA,2018-10-01 03:03:05,FALSE,NA,"1046596333207998467",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","duckieQB",25,TRUE,FALSE,NA,NA
"61","RT @FutureUsmnt: The US roster drops tomorrow for the matches against Colombia and Peru. So naturally I decided to watch the entire US-Braz…",FALSE,0,NA,2018-10-01 02:57:14,FALSE,NA,"1046594861137375232",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","joelbmolitor",25,TRUE,FALSE,NA,NA
"62","RT @FutureUsmnt: The US roster drops tomorrow for the matches against Colombia and Peru. So naturally I decided to watch the entire US-Braz…",FALSE,0,NA,2018-10-01 02:06:18,FALSE,NA,"1046582043608379393",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JustSolo22",25,TRUE,FALSE,NA,NA
"63","The US roster drops tomorrow for the matches against Colombia and Peru. So naturally I decided to watch the entire… https://t.co/7uG8C2axA2",FALSE,134,NA,2018-10-01 01:57:19,TRUE,NA,"1046579782102732802",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FutureUsmnt",25,FALSE,FALSE,NA,NA
"64","RT @ValaAfshar: Turkey is producing energy from gridlock. https://t.co/Ruklij7OUk https://t.co/A9cAUPr7Sj",FALSE,0,NA,2018-09-30 21:55:03,FALSE,NA,"1046518816212230149",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Percy_Peru",127,TRUE,FALSE,NA,NA
"65","RT @OxfamAmerica: People in the central forest of Junin province struggle to get health care for serious diseases, and the barriers are par…",FALSE,0,NA,2018-09-30 20:02:24,FALSE,NA,"1046490467058290689",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LiLDELain",7,TRUE,FALSE,NA,NA
"66","RT @OxfamAmerica: People in the central forest of Junin province struggle to get health care for serious diseases, and the barriers are par…",FALSE,0,NA,2018-09-30 19:43:42,FALSE,NA,"1046485760587812866",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RobertEvilRegal",7,TRUE,FALSE,NA,NA
"67","@Rubiu5 Con fe..... Saludos desde Perù ..... una alegria que ayas vuelto.... Limonada...a como la limonada xD",FALSE,0,"Rubiu5",2018-09-30 19:39:17,FALSE,"1046131118385352704","1046484646433890304","398306220","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Reyjho",0,FALSE,FALSE,NA,NA
"68","RT @OxfamAmerica: People in the central forest of Junin province struggle to get health care for serious diseases, and the barriers are par…",FALSE,0,NA,2018-09-30 19:33:20,FALSE,NA,"1046483149377687553",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GuttersnipeMojo",7,TRUE,FALSE,NA,NA
"69","RT @OxfamAmerica: People in the central forest of Junin province struggle to get health care for serious diseases, and the barriers are par…",FALSE,0,NA,2018-09-30 19:30:35,FALSE,NA,"1046482459754409984",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GREUBELINUX",7,TRUE,FALSE,NA,NA
"70","People in the central forest of Junin province struggle to get health care for serious diseases, and the barriers a… https://t.co/qXr0zouN46",FALSE,10,NA,2018-09-30 19:30:19,TRUE,NA,"1046482392616194048",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","OxfamAmerica",7,FALSE,FALSE,NA,NA
"71","<U+2708><U+FE0F> LC Peru Dash 8 into Tingo Maria #gopro #avgeek
<U+0001F3A5> WATCH FULL VIDEO <U+0001F51B> https://t.co/CawaqtsRyq https://t.co/mwLiUm2rAU",FALSE,21,NA,2018-09-30 19:28:40,FALSE,NA,"1046481977648599042",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","justplanes",6,FALSE,FALSE,NA,NA
"72","RT @EKMontie: @Jolyn654 @TongueTekIsReal @K_Loves_Yoongi @eiandjin @leJindaryAk @outro_kimchi @daynj6 @harrysinfinitae @jeonsslutt @jiminno…",FALSE,0,NA,2018-09-30 17:55:21,FALSE,NA,"1046458494474485760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sheis_marvelous",1,TRUE,FALSE,NA,NA
"73","@Jolyn654 @TongueTekIsReal @K_Loves_Yoongi @eiandjin @leJindaryAk @outro_kimchi @daynj6 @harrysinfinitae… https://t.co/1nI4KTVnGL",FALSE,9,"Jolyn654",2018-09-30 17:54:47,TRUE,"1046458077682311170","1046458350752292870","3260446910","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EKMontie",1,FALSE,FALSE,NA,NA
"74","RT @Roopak08: Inko 1 yr varaku Geeta Madhuri ane peru kani aa dharidhramaina gonthu kani TL lo kanipisthe block e.. Pedhha vaallu ala cuten…",FALSE,0,NA,2018-09-30 16:59:54,FALSE,NA,"1046444536862392320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PSPK25_",6,TRUE,FALSE,NA,NA
"75","RT @Roopak08: Inko 1 yr varaku Geeta Madhuri ane peru kani aa dharidhramaina gonthu kani TL lo kanipisthe block e.. Pedhha vaallu ala cuten…",FALSE,0,NA,2018-09-30 16:26:54,FALSE,NA,"1046436233872793602",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","balakrishnaull1",6,TRUE,FALSE,NA,NA
"76","RT @Roopak08: Inko 1 yr varaku Geeta Madhuri ane peru kani aa dharidhramaina gonthu kani TL lo kanipisthe block e.. Pedhha vaallu ala cuten…",FALSE,0,NA,2018-09-30 16:14:49,FALSE,NA,"1046433191903387649",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","GhaatuShankar",6,TRUE,FALSE,NA,NA
"77","RT @Roopak08: Inko 1 yr varaku Geeta Madhuri ane peru kani aa dharidhramaina gonthu kani TL lo kanipisthe block e.. Pedhha vaallu ala cuten…",FALSE,0,NA,2018-09-30 16:10:32,FALSE,NA,"1046432115720695810",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","peddapuli5",6,TRUE,FALSE,NA,NA
"78","RT @Roopak08: Inko 1 yr varaku Geeta Madhuri ane peru kani aa dharidhramaina gonthu kani TL lo kanipisthe block e.. Pedhha vaallu ala cuten…",FALSE,0,NA,2018-09-30 16:03:36,FALSE,NA,"1046430369959022592",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","CommanM49388450",6,TRUE,FALSE,NA,NA
"79","Inko 1 yr varaku Geeta Madhuri ane peru kani aa dharidhramaina gonthu kani TL lo kanipisthe block e.. Pedhha vaallu… https://t.co/DOeIMyAdLA",FALSE,26,NA,2018-09-30 16:02:54,TRUE,NA,"1046430192682643456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Roopak08",6,FALSE,FALSE,NA,NA
"80","RT @LuxeRecess: Luxury #Peru Travel With Kids: What to Do and Where to Stay #luxurytravel #familytravel @Belmond https://t.co/eHRKO3mOI4",FALSE,0,NA,2018-09-30 11:49:10,FALSE,NA,"1046366339374493696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","livcuriously",6,TRUE,FALSE,NA,NA
"81","RT @_GlassStars_: Morehouse Comet breezed through the digitization pipeline this month. This image is from glass plate negative B39904, whi…",FALSE,0,NA,2018-09-30 11:19:23,FALSE,NA,"1046358843578560513",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","zeroanaakerne",3,TRUE,FALSE,NA,NA
